u1,u2,u3,u4
4.240031739601744093e-02,4.754961158742523897e-02,3.123811529059251912e-02,1.656137894365451724e-02
4.778493595763010082e-02,1.305848658635704387e-02,1.514402045146466189e-02,2.061763477066927419e-02
1.979479870295054733e-02,2.077899622664951956e-02,4.247959454566661852e-02,2.714266456917509979e-02
2.358674901936509000e-02,2.960643750783868711e-02,4.649381196680977407e-02,1.834708166443597965e-02
4.544744695132502121e-02,3.937837802688885780e-02,4.586118053966066477e-02,3.384345228108222997e-02
1.298509237265804347e-02,3.356986170875279202e-02,4.129451656375123653e-02,4.999723507926927962e-02
2.572534154568555109e-02,3.079175880165015838e-02,3.747354088173921599e-02,1.188829063829950801e-02
4.360412427214244852e-02,3.404069219319764278e-02,4.185870228703415796e-02,1.245555992881076587e-02
4.840167319577903804e-02,4.410813319154985312e-02,3.722856226133075541e-02,4.287860989558181513e-02
3.151260270316432605e-02,1.875436456263990248e-02,1.686057116961896946e-02,3.317017008006989398e-02
1.347540839796947630e-02,1.508861559602765398e-02,2.655802540406672352e-02,3.792638961129163322e-02
2.250793067133474018e-02,4.446056641639485607e-02,3.088920642184872500e-02,1.541429385232868585e-02
4.198593421888278249e-02,4.380139789686943175e-02,2.200017442826367187e-02,4.976361183787349207e-02
4.398640591232815672e-02,2.350018687468171524e-02,3.223187757301276130e-02,4.089952494826203794e-02
1.041388000513792170e-02,4.309020879241210605e-02,2.347807245981349544e-02,1.295196321973113643e-02
3.970965643687599661e-02,1.311702175923361649e-02,2.956950587983787904e-02,1.797896060296834755e-02
3.777572549173585648e-02,2.209515621254339035e-02,3.991830348369886788e-02,4.585877269043871912e-02
4.376821864941961293e-02,2.799405920388441799e-02,3.651258215988194972e-02,3.789033414950260942e-02
2.271871858703076660e-02,1.613995857122338395e-02,1.322495121088613015e-02,1.745267816133440342e-02
3.452127819028236178e-02,1.637088569837955726e-02,4.720328831033047262e-02,2.116035871776218019e-02
2.991044474487253996e-02,2.489034497717802774e-02,1.561921970064072615e-02,3.285321933879971346e-02
2.945962627811834350e-02,3.525046849679274591e-02,3.697037302215383514e-02,1.177101626014890288e-02
3.470306492317674213e-02,4.672983397145825252e-02,3.557471085743388328e-02,3.835552591476617396e-02
3.921179487444694661e-02,1.275460396220912639e-02,1.613106626865165247e-02,1.425423385296294143e-02
2.651982291572629186e-02,1.640267615726699948e-02,3.636482851545563832e-02,3.771986683018086622e-02
3.577884681246493864e-02,3.445720949565250768e-02,2.073945698975378574e-02,4.749671137819571481e-02
3.024320856487584114e-02,2.139189972366796477e-02,1.757306493712916529e-02,1.264053083668195687e-02
2.093877806261798535e-02,1.714458882129201236e-02,1.202588653682975031e-02,2.593468736853620643e-02
4.456308667840654103e-02,1.434741132551656945e-02,3.492157169448360798e-02,2.613444735415745152e-02
1.915509438546172255e-02,2.878311838529114264e-02,1.316701870397456869e-02,3.310061717960625927e-02
3.641159528906848936e-02,4.420758479905682187e-02,4.982345317151249536e-02,3.727099219618443260e-02
2.483916205125932114e-02,3.145998712792992535e-02,3.920086455322007585e-02,4.636324756524973223e-02
1.589660435295466717e-02,3.033156460180271019e-02,1.446982010086695150e-02,1.882083427340148704e-02
1.245556782404556341e-02,4.977588397653704561e-02,3.787578315398140022e-02,1.031932415808352668e-02
2.618148980165540401e-02,4.683010093739507773e-02,1.209407616850632222e-02,4.125420839189886113e-02
1.544492786962283447e-02,3.376855221016170083e-02,4.550322724164136690e-02,2.883282469302392986e-02
1.971286821963556118e-02,3.699556859281099425e-02,3.754052645657180581e-02,4.395127056067656829e-02
1.678401926818424636e-02,4.097390422469723847e-02,1.579755988189496252e-02,2.040819638115136392e-02
4.154601004073669307e-02,2.761574817682926897e-02,1.220481758652889118e-02,3.158082480226097333e-02
1.197083746751700060e-02,4.328388963531880351e-02,3.513576705084345275e-02,1.373787858567191572e-02
2.846821404399003247e-02,2.993217364217711646e-02,2.216246841497226949e-02,3.257032566664051776e-02
3.087503231238301893e-02,3.585808010380262673e-02,4.028980037994354252e-02,1.000346772889853901e-02
4.411709540704683574e-02,3.606154035075198605e-02,1.450189404218373869e-02,4.305569716364249927e-02
4.702687567605433328e-02,1.003225195704359959e-02,3.856196026716091074e-02,4.945935524338100631e-02
2.829753043037112892e-02,4.806835394580291632e-02,2.680709318371263250e-02,1.447324599246170573e-02
1.371665017255942198e-02,4.303409084791404160e-02,2.535427906690746608e-02,1.642685061990570988e-02
