u1,u2,u3,u4
1.693354493067828967e-02,1.336640772495015575e-02,3.609207686039501289e-02,2.120758596243634692e-02
2.075662397175340179e-02,4.053899105757136079e-02,3.982934696764311305e-02,2.117842318044618408e-02
1.779653246863369814e-02,1.198599748443301277e-02,1.455306303044441238e-02,3.866177637945006351e-02
2.542449934624339131e-02,4.347095833855912222e-02,2.169587464453984552e-02,2.656472110962398991e-02
2.759829796755001313e-02,3.111891868459257249e-02,1.084078702644044115e-02,1.222896818738815339e-02
4.492339491510536492e-02,1.327990780583519423e-02,1.349634437583415586e-02,4.129815671951285461e-02
2.421689436379036858e-02,1.259450586776677226e-02,3.824902725449281365e-02,1.499219375886633870e-02
4.726941618142829760e-02,4.052712812879842585e-02,4.273913485802276896e-02,4.140370661920717704e-02
3.923444879718603062e-02,1.013875546103323172e-02,3.438570817422050702e-02,3.635240659705454153e-02
3.707506846877621498e-02,4.640290970842660123e-02,2.164038077974597685e-02,4.818011338671326915e-02
3.318360559864631798e-02,4.582574373068510482e-02,2.653868360271115223e-02,4.235092640752775861e-02
3.853862044755649446e-02,1.410704427759656814e-02,1.982613761456581553e-02,4.820952923488579234e-02
3.112395614592185222e-02,2.353426526457962076e-02,2.693344961884244770e-02,4.544240789191567043e-02
1.692427060821876869e-02,4.636679124978781291e-02,4.852125171534184267e-02,1.099968329884135759e-02
4.770925333675862107e-02,4.189347252827473750e-02,2.075204830654233182e-02,2.336797547982075868e-02
2.513977095791732758e-02,2.424468117282240973e-02,1.951300391989192057e-02,1.888597373531223506e-02
3.761715032782390195e-02,2.736343747502893026e-02,4.541220232246591382e-02,2.367251512695914620e-02
2.851214576627974367e-02,1.096270613592294392e-02,1.540838810658796618e-02,3.232688943300174311e-02
1.877914572468717888e-02,3.885997238081559391e-02,4.471663414059075248e-02,3.836845210755627372e-02
2.824751879352157408e-02,2.304725713225303646e-02,2.923552554022031125e-02,3.144023914517479062e-02
4.417362982991503151e-02,4.496022998478535482e-02,1.927947980042715032e-02,4.340214622586648086e-02
1.123975085207889676e-02,1.036697899786182854e-02,1.744691534810255754e-02,1.621401084009926885e-02
4.840204328211782786e-02,1.868655598097216514e-02,4.044980723828925373e-02,4.860368394317745450e-02
2.550786324963130042e-02,3.276973597480608430e-02,3.578737751243443732e-02,3.380282256864196311e-02
3.601321527715086596e-02,4.276845077151133351e-02,2.134321901030376140e-02,4.727991122012058234e-02
2.618589787497662552e-02,4.017147299710167180e-02,4.015963799316919075e-02,2.463114091879713835e-02
3.199547237658389304e-02,1.726126648244531020e-02,2.684870995808610883e-02,3.266035389112130483e-02
2.599251870841199491e-02,4.302972588086134004e-02,2.498392435788649585e-02,2.778979157902414232e-02
2.954205778560436285e-02,1.163160755034437985e-02,2.801438112965574240e-02,4.835629823610496786e-02
1.670339625697447872e-02,4.612207892352742505e-02,1.857801246931638228e-02,4.690041145307084075e-02
1.297439685937899073e-02,4.967172319937121494e-02,2.641563544767500105e-02,3.971399479745629096e-02
4.675944136750621871e-02,4.480665808528661725e-02,4.783390970214672355e-02,2.730883171016648681e-02
2.903106956863644311e-02,4.468770973453514012e-02,3.414654673391129963e-02,4.488055618226766130e-02
3.467037854936370900e-02,3.518392265102469191e-02,1.825052210265426522e-02,4.061288277205568620e-02
4.975432653443694064e-02,4.528673395826338099e-02,3.642938411233754420e-02,3.666947226126590631e-02
1.106328524641522239e-02,2.741236814010780676e-02,4.586881816109424775e-02,4.025521646201595666e-02
