u1,u2,u3,u4
1.290402539168139517e-02,3.817196892699401684e-02,4.725504922324740009e-02,2.622091031549236145e-02
2.393479487661040808e-02,2.092867892690856296e-02,1.159552163611717382e-02,4.114941078165354482e-02
2.271158389623604418e-02,3.745031969813196471e-02,1.967036756365332997e-02,3.401141316553400740e-02
4.535493992154920884e-02,4.651651500062709693e-02,2.187950495734478085e-02,2.633976653315488192e-02
1.988779575610600397e-02,2.663827024215111028e-02,1.532889444317285348e-02,3.721547618248657874e-02
4.891880738981264909e-02,4.504558893670022879e-02,2.486356132510009892e-02,3.243577880634154059e-02
2.149802732365484539e-02,4.483134070413201389e-02,4.656188327053914500e-02,1.721506325106396049e-02
1.260032994177139563e-02,2.013125537545581295e-02,3.444869618296273611e-02,4.509644479430485742e-02
4.592813385566232864e-02,3.465665065532399364e-02,4.091428498090646237e-02,3.516628879164654387e-02
3.877700821625314903e-02,1.310434916501119172e-02,3.770484569356952198e-02,2.466561360640559183e-02
4.016603267183756210e-02,4.806308924768221136e-02,3.463664203232533906e-02,2.589411116890332626e-02
4.570863445370677847e-02,2.200884531331158758e-02,1.394313651374789846e-02,1.814914350818629465e-02
2.120287473751062551e-02,1.064011183174955535e-02,2.560801395426109614e-02,4.816908894702988386e-02
1.586691247298625124e-02,2.512001494997453607e-02,2.882655020584101724e-02,1.469596199586096358e-02
3.210911040041103393e-02,2.787921670339296720e-02,4.301024579678507792e-02,4.676815705757849523e-02
1.445677251495007878e-02,2.040936174073869000e-02,2.220156047038703007e-02,3.370631684823747337e-02
2.735405803933887298e-02,3.541161249700347513e-02,2.160546427869591141e-02,3.831270181523509927e-02
1.596945749195356756e-02,1.013552473631075361e-02,2.434500657279055347e-02,2.101522673196020916e-02
2.113349748696246450e-02,4.062719668569787085e-02,4.519799609687089742e-02,1.165221425290675211e-02
3.457370225522259088e-02,4.631367085587036192e-02,2.096826306482643676e-02,3.270082869742097637e-02
2.346483557958980309e-02,2.297122759817424309e-02,4.601353757605126243e-02,1.339225754710397787e-02
2.038077010224946875e-02,4.019203747974341850e-02,2.354562984177230658e-02,4.402168130081191705e-02
4.416024519385414182e-02,4.646238671771666523e-02,2.746597686859471310e-02,2.695644207318129149e-02
1.336094358995575625e-02,1.758036831697672858e-02,4.047048530149213036e-02,3.992433870823703518e-02
3.972158583325810510e-02,3.191621409258135755e-02,1.920918628123645389e-02,2.945758934641446586e-02
1.759430774499719588e-02,3.735657675965219776e-02,2.517515655918030337e-02,2.806773691025565148e-02
4.630345668519007113e-02,4.234735197789343819e-02,4.364584519497033410e-02,3.784324246693455962e-02
3.090310224500943809e-02,4.837556710570336399e-02,2.268607092294638167e-02,2.472677498948289837e-02
4.507304693427252595e-02,2.009179290604132598e-02,3.854572573555868631e-02,2.390675578833259540e-02
4.294440755083693551e-02,3.196664947082328984e-02,3.127336149631796541e-02,1.672004937436850219e-02
4.096092762312548291e-02,2.039260678392454396e-02,2.542587625372100257e-02,1.309767937569475404e-02
4.746313296410074878e-02,2.526879897023439486e-02,4.629206916425760571e-02,4.631705980521998167e-02
1.984372834823637521e-02,1.591452516814421611e-02,4.280958560806935598e-02,1.710966674187212183e-02
4.706444542592364694e-02,3.124207071812296066e-02,3.778606265231851391e-02,1.758954593264668367e-02
3.183051918413243309e-02,1.836240807499160688e-02,3.355552609348050330e-02,2.183633667135190942e-02
4.272359422956982511e-02,2.490548417681293786e-02,2.133225817933130999e-02,3.895862597544191841e-02
2.547702945757084753e-02,1.843564548742487874e-02,3.320324211652574131e-02,2.174010164485412622e-02
4.251872154145473759e-02,1.669391233797577756e-02,1.915180479055159785e-02,2.944465571049210972e-02
4.309968080325893292e-02,4.374525985414634555e-02,2.968438540692231592e-02,1.398646598418087743e-02
3.853366699740135709e-02,2.751871117082550083e-02,1.692686136406747546e-02,3.650703028685375190e-02
3.687345712351920018e-02,4.005057389137416796e-02,1.053699747319778238e-02,4.037762605333124200e-02
3.552200258499064317e-02,1.208064640830421033e-02,2.259118403039548501e-02,2.531227741831188621e-02
3.304136763256374648e-02,1.300092322806015860e-02,3.135615152337469652e-02,2.574045577309139882e-02
1.645415005408434883e-02,2.524258015656348844e-02,1.715295682137287295e-02,4.916074841947048329e-02
4.434380243442969521e-02,4.074946831566422789e-02,3.020056745469700682e-02,4.268985967939693815e-02
4.412133201380476211e-02,2.357072726783312339e-02,2.009234232535259818e-02,3.989414804959245248e-02
2.620345336440914330e-02,3.707382887596726712e-02,4.630025085504238525e-02,2.704061287000645436e-02
3.991499316868450664e-02,3.827553710810015219e-02,3.369943529179951491e-02,4.286673156221744441e-02
4.242526559875849784e-02,4.993810860962432513e-02,3.653419382249095682e-02,3.476294345355671750e-02
3.420295088327802990e-02,1.690171364932954029e-02,1.637738070130034806e-02,1.158380681450691882e-02
4.155685962528939820e-02,4.648114779372859023e-02,1.326597478570465741e-02,1.914350077377284520e-02
2.810741440907657540e-02,3.786624800735260282e-02,3.162299935600443312e-02,3.120326297710024344e-02
3.037423617222097944e-02,4.360820035757340812e-02,2.583910833724235856e-02,3.107282635285489591e-02
3.443496390750348107e-02,1.924647846834505460e-02,3.992570283629814226e-02,3.023743986013753549e-02
2.001212262941044068e-02,4.540218113939488431e-02,4.741686684548339359e-02,3.139973647424238595e-02
4.152908404617881855e-02,3.185188434654193101e-02,3.873853892637944829e-02,3.648639051197589966e-02
3.372008113126651052e-02,2.745817996544303030e-02,3.240226086192236898e-02,2.762835164634786650e-02
2.780054866443358585e-02,1.050168093983570861e-02,4.971518236761737070e-02,1.432162274342229855e-02
2.874485669762308349e-02,3.354486108905655600e-02,4.371095784469489209e-02,3.667893985540509466e-02
4.873126047828008761e-02,2.498975157991977641e-02,1.983783656497074832e-02,4.245732386794270896e-02
2.740585013582706730e-02,3.866372108421579218e-02,4.249646830859842711e-02,3.504877757704516483e-02
3.981500792523529758e-02,4.776258713641057946e-02,1.408231306800839314e-02,4.926835122004585843e-02
3.224624356362907479e-02,4.127209801615485535e-02,1.440624568155020671e-02,4.980036129970595582e-02
2.257508558582831115e-02,1.896557923317263722e-02,3.906272934132416080e-02,4.370881926333818751e-02
2.592753403032963672e-02,3.037466880116437146e-02,1.669511107805560224e-02,4.733997726370368919e-02
3.862823520271656957e-02,2.821682605240662806e-02,3.687602129086342551e-02,4.713577635008639466e-02
4.051045355746844129e-02,2.103982556571822732e-02,2.922860054965208815e-02,1.703868057822815682e-02
1.849510693824338303e-02,1.818901148263567594e-02,2.744968444433385640e-02,1.625146747438330555e-02
4.152027676795910782e-02,1.962518285336409957e-02,1.039743418541677102e-02,3.195642587775442134e-02
1.162656121603258819e-02,4.059020274082520557e-02,3.354141519292833107e-02,4.053424267689005600e-02
1.147445472461167473e-02,1.185481041100974048e-02,2.253417115612364741e-02,1.049821964936091534e-02
4.091485850673389629e-02,4.875015821922949744e-02,3.130234937766100678e-02,2.366632711337183018e-02
4.437096910084925572e-02,2.584142418841003236e-02,1.028636463569386483e-02,1.313523474059593611e-02
3.395935657730542873e-02,3.858730278999341484e-02,4.220139195816299815e-02,3.404464454072996665e-02
2.867603279907952885e-02,2.969029349103469856e-02,3.012035987230345102e-02,1.492558689211855028e-02
4.220959806686125360e-02,4.463065365759556757e-02,3.599348710178115751e-02,4.460969850962843292e-02
2.130752709082815721e-02,3.713166785888240978e-02,4.647759820490995203e-02,4.532923413857921358e-02
1.872777710785809846e-02,2.981756519620101104e-02,3.982795648206369221e-02,1.897319077247645869e-02
1.186852754242441813e-02,2.001043074558284812e-02,1.864829589441546753e-02,3.349586530306579435e-02
1.557269577337441063e-02,4.408274390187487402e-02,1.106066124195454609e-02,1.048445731037246816e-02
1.519453387363145502e-02,4.088515877421653594e-02,4.985048474327744700e-02,1.708099472413989253e-02
4.626051062678269293e-02,2.729014971442763476e-02,1.672570257066574237e-02,3.800085912564271640e-02
1.583946724313187865e-02,3.947225721331961562e-02,2.922342332863685221e-02,3.902558077256093605e-02
3.491699345213074984e-02,1.914919193495063024e-02,2.015240911275795188e-02,4.438157612755118386e-02
3.700034528204216439e-02,4.320679244158048826e-02,2.703863417057249252e-02,2.164942494434851997e-02
4.864889138622861819e-02,3.100284069650748736e-02,2.534669310611853410e-02,3.625375610086504358e-02
1.435126402165564155e-02,1.292678859669716199e-02,2.462396303366571476e-02,3.849169017055914521e-02
4.998651639014253800e-02,3.295837678023675471e-02,1.054328524768998604e-02,1.943379819247897933e-02
1.900804825808771054e-02,3.925302154950052053e-02,2.015161427933068530e-02,1.258443394490002532e-02
1.746602668828938984e-02,3.628840628088554621e-02,4.456272336904454345e-02,2.696888492975843543e-02
2.828084045410216713e-02,1.160422711320047498e-02,2.716662912568796467e-02,1.253332569058815404e-02
3.407819900279036862e-02,1.242756664151014462e-02,2.179996746977295313e-02,3.451635874556149147e-02
2.338989364491471032e-02,2.800149382870763259e-02,3.350125939574480349e-02,3.481998657924562091e-02
4.406999159344435202e-02,1.337271058688155670e-02,3.286751347994657652e-02,4.678950526126857828e-02
1.107103914974041231e-02,2.147351320673113878e-02,4.524252461912260659e-02,3.993597593161532511e-02
1.508681226877020380e-02,2.388349882430558513e-02,2.662319529342654922e-02,1.972193001851913277e-02
2.653666241340953830e-02,2.932448283893077101e-02,4.963543534963177351e-02,1.851344957368638786e-02
1.488953748795121199e-02,3.569426861876476981e-02,3.372212818291690783e-02,2.977801433432824413e-02
3.113612110141965317e-02,2.529165224832887610e-02,3.360853912416864042e-02,4.436630094758837323e-02
2.631958196832970276e-02,1.326652425868010167e-02,4.359852369353963558e-02,4.883595653583144153e-02
3.340950247996849615e-02,1.511177926678318809e-02,3.816530332119533186e-02,1.028914228666506087e-02
1.740321513948010074e-02,1.482560792174709985e-02,3.254385764592446217e-02,1.666093402769650011e-02
2.410476136482942594e-02,2.040330423006426336e-02,4.502349020526143220e-02,4.286816553169153776e-02
2.686553071726510700e-02,2.823731626928467631e-02,4.400410257213867304e-02,1.778416503741053409e-02
2.573060646443466049e-02,1.189541123280700441e-02,2.417499663347666763e-02,1.659841118901286133e-02
4.799293385100487225e-02,1.206127926641222849e-02,2.203731185919436536e-02,4.280136845839096343e-02
1.367712741616430513e-02,2.485813340926605608e-02,3.205383455985206381e-02,2.677573594740988855e-02
4.441742413841893999e-02,3.966571163126995925e-02,3.855176736546603311e-02,4.747083538464248048e-02
4.871259320985438235e-02,2.366265026629732135e-02,4.246630472862183980e-02,4.244821365741904134e-02
4.103412862373606584e-02,4.421473354218139612e-02,2.525094525322315459e-02,3.752898168879429536e-02
4.416520404123056021e-02,4.970629483040416713e-02,4.214601901585871696e-02,1.121946655289740580e-02
2.643114658767996283e-02,3.202473819235236718e-02,2.859781956233364841e-02,2.220224921876130103e-02
3.761308012230882292e-02,1.218521963565809968e-02,1.158703608653765399e-02,4.601213388265739529e-02
3.786750274463955568e-02,3.098136394497690016e-02,3.841573656947365467e-02,2.284150215434280901e-02
2.284982601501939908e-02,4.275217128419053075e-02,1.416754204149563157e-02,3.089045946139502841e-02
1.881221551716513729e-02,3.570862944194941324e-02,2.879482913201524691e-02,3.401546506774465878e-02
4.269516121254044588e-02,1.897158062108195847e-02,2.609160749671782936e-02,2.436247595880732669e-02
4.420376006035873356e-02,3.752733739311648470e-02,2.225045926935202700e-02,1.688452787724629284e-02
4.909630673515946730e-02,4.598459418375483443e-02,2.215497093047334720e-02,3.275131607008235912e-02
